day,event,bird_id,host_species,mite_species,day0_mites
7,1,PROW5,PROW,Amerodectes protonotaria,100
7,1,PROW5,PROW,Amerodectes protonotaria,100
7,1,PROW5,PROW,Amerodectes protonotaria,100
7,1,PROW5,PROW,Amerodectes protonotaria,100
7,1,PROW5,PROW,Amerodectes protonotaria,100
7,1,PROW5,PROW,Amerodectes protonotaria,100
7,1,PROW5,PROW,Amerodectes protonotaria,100
7,1,PROW5,PROW,Amerodectes protonotaria,100
7,1,PROW5,PROW,Amerodectes protonotaria,100
8,1,PROW5,PROW,Amerodectes protonotaria,100
8,1,PROW5,PROW,Amerodectes protonotaria,100
8,1,PROW5,PROW,Amerodectes protonotaria,100
8,1,PROW5,PROW,Amerodectes protonotaria,100
8,1,PROW5,PROW,Amerodectes protonotaria,100
